0.5,0,0,-1.2919e-08,7.3304e-09,3.7874e-18,-0.0022692,18.402,0.10869,0.054343,0.16303,1.2919e-08,-7.3304e-09,1.0089e-09,-8.9207e-10,1.1877e-07,-3.9519e-08,2.2522e-07,-8.5943e-08,-9.8482e-08,-2.2002e-07,1.7331e-07,-7.5224e-08
0.51,0,0,-1.4191e-08,7.7372e-09,4.2418e-18,-0.0023822,18.402,0.10868,0.054342,0.16303,1.4191e-08,-7.7372e-09,1.1381e-09,-9.6537e-10,1.2724e-07,-4.0675e-08,2.4222e-07,-8.9208e-08,-1.082e-07,-2.3436e-07,1.8761e-07,-7.8306e-08
0.52,0,0,-1.5552e-08,8.1555e-09,4.7386e-18,-0.002498,18.402,0.10868,0.054342,0.16302,1.5552e-08,-8.1555e-09,1.28e-09,-1.0427e-09,1.3606e-07,-4.1828e-08,2.6006e-07,-9.2527e-08,-1.1846e-07,-2.4932e-07,2.0268e-07,-8.1443e-08
0.53,0,0,-1.7004e-08,8.5853e-09,5.2808e-18,-0.0026166,18.402,0.10868,0.054341,0.16302,1.7004e-08,-8.5853e-09,1.4355e-09,-1.1243e-09,1.4523e-07,-4.298e-08,2.7876e-07,-9.5899e-08,-1.293e-07,-2.6492e-07,2.1854e-07,-8.4633e-08
0.54,0,0,-1.8552e-08,9.0265e-09,5.8714e-18,-0.002738,18.402,0.10868,0.054341,0.16302,1.8552e-08,-9.0265e-09,1.6056e-09,-1.2102e-09,1.5475e-07,-4.4129e-08,2.9833e-07,-9.9325e-08,-1.4072e-07,-2.8119e-07,2.3521e-07,-8.7876e-08
0.55,0,0,-2.0198e-08,9.4793e-09,6.5136e-18,-0.0028622,18.403,0.10868,0.05434,0.16302,2.0198e-08,-9.4793e-09,1.7911e-09,-1.3004e-09,1.6464e-07,-4.5275e-08,3.1881e-07,-1.028e-07,-1.5274e-07,-2.9812e-07,2.527e-07,-9.1173e-08
0.56,0,0,-2.1947e-08,9.9435e-09,7.2108e-18,-0.0029892,18.403,0.10868,0.054339,0.16302,2.1947e-08,-9.9435e-09,1.9931e-09,-1.3952e-09,1.7488e-07,-4.6418e-08,3.402e-07,-1.0634e-07,-1.6536e-07,-3.1575e-07,2.7105e-07,-9.4524e-08
0.57,0,0,-2.3802e-08,1.0419e-08,7.9665e-18,-0.003119,18.403,0.10868,0.054339,0.16302,2.3802e-08,-1.0419e-08,2.2126e-09,-1.4946e-09,1.8548e-07,-4.7558e-08,3.6253e-07,-1.0992e-07,-1.7862e-07,-3.3407e-07,2.9026e-07,-9.7928e-08
0.58,0,0,-2.5766e-08,1.0906e-08,8.7844e-18,-0.0032517,18.403,0.10868,0.054338,0.16301,2.5766e-08,-1.0906e-08,2.4506e-09,-1.5988e-09,1.9646e-07,-4.8694e-08,3.8582e-07,-1.1356e-07,-1.9251e-07,-3.5312e-07,3.1037e-07,-1.0139e-07
0.59,0,0,-2.7844e-08,1.1404e-08,9.6683e-18,-0.0033871,18.403,0.10868,0.054338,0.16301,2.7844e-08,-1.1404e-08,2.7082e-09,-1.7079e-09,2.0779e-07,-4.9827e-08,4.1008e-07,-1.1726e-07,-2.0706e-07,-3.7289e-07,3.3139e-07,-1.049e-07
0.6,0,0,-3.0039e-08,1.1914e-08,1.0622e-17,-0.0035254,18.404,0.10867,0.054337,0.16301,3.0039e-08,-1.1914e-08,2.9867e-09,-1.8219e-09,2.195e-07,-5.0956e-08,4.3535e-07,-1.2101e-07,-2.2227e-07,-3.934e-07,3.5333e-07,-1.0846e-07
0.61,0,0,-3.2355e-08,1.2435e-08,1.165e-17,-0.0036665,18.404,0.10867,0.054336,0.16301,3.2355e-08,-1.2435e-08,3.2871e-09,-1.9411e-09,2.3158e-07,-5.208e-08,4.6163e-07,-1.2481e-07,-2.3817e-07,-4.1468e-07,3.7623e-07,-1.1208e-07
